PTO_X,PTO_Y,WI0,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9
86.73606,76.77658,-40,-49,-49,-49,-49,-45,-51,-50,-99,-51
86.57335,35.449406,-58,-39,-38,-39,-39,-62,-60,-64,-99,-60
75.30423,52.224663,-66,-42,-43,-43,-43,-77,-73,-72,-70,-72
81.05379,14.511762,-72,-49,-49,-49,-51,-64,-99,-99,-62,-99
86.816864,19.34088,-59,-51,-50,-50,-50,-64,-63,-63,-60,-64
86.84393,53.29062,-52,-37,-35,-36,-36,-57,-58,-51,-70,-51
69.56821,28.616877,-70,-53,-53,-54,-53,-80,-75,-75,-57,-76
82.27134,60.41429,-49,-51,-51,-51,-50,-57,-48,-48,-77,-48
59.584053,84.221695,-61,-64,-64,-64,-63,-66,-61,-63,-99,-65
63.77785,79.1861,-55,-57,-57,-57,-56,-60,-58,-57,-99,-59
79.17335,51.574905,-60,-42,-42,-42,-42,-70,-65,-65,-72,-65
73.5726,49.89637,-62,-38,-39,-38,-39,-69,-64,-64,-63,-63
86.89803,37.967213,-55,-39,-39,-39,-40,-62,-60,-60,-66,-60
72.3821,14.755422,-99,-66,-66,-65,-66,-64,-99,-99,-65,-99
71.8137,72.45841,-54,-56,-56,-58,-56,-65,-48,-53,-99,-48
61.39686,86.14389,-63,-56,-57,-57,-57,-66,-58,-56,-99,-99
79.457436,47.920036,-54,-37,-37,-37,-38,-69,-64,-61,-66,-64
86.41138,84.68194,-56,-54,-54,-55,-54,-51,-60,-62,-99,-60
64.69778,82.35365,-65,-71,-72,-71,-70,-73,-66,-65,-99,-66
86.62782,79.104866,-41,-48,-49,-49,-49,-45,-57,-55,-99,-59
80.21503,46.268574,-53,-42,-42,-42,-42,-66,-61,-60,-69,-61
71.75958,77.8189,-56,-65,-65,-65,-65,-64,-99,-53,-99,-56
71.13728,80.14719,-56,-60,-60,-60,-61,-67,-58,-58,-99,-58
79.89034,46.67467,-57,-41,-41,-41,-41,-71,-63,-60,-72,-63
78.483406,14.48469,-80,-49,-49,-49,-51,-64,-99,-99,-62,-99
69.56821,40.529068,-65,-42,-40,-42,-41,-74,-69,-69,-67,-73
64.88718,79.1861,-64,-65,-65,-65,-66,-71,-63,-61,-99,-63
75.33107,87.308044,-59,-64,-64,-64,-64,-58,-60,-61,-99,-60
86.78981,37.777695,-55,-39,-39,-39,-40,-62,-60,-60,-66,-60
83.04245,55.933685,-53,-49,-49,-49,-49,-59,-50,-50,-76,-49
86.27573,31.821604,-56,-41,-41,-40,-41,-62,-66,-63,-65,-63
86.76276,30.711605,-56,-44,-43,-44,-44,-59,-62,-62,-65,-63
86.30315,64.51244,-43,-40,-40,-39,-39,-57,-51,-49,-99,-49
69.40587,33.165165,-65,-47,-46,-46,-46,-76,-76,-76,-65,-73
79.457436,39.202477,-49,-37,-36,-36,-37,-62,-57,-58,-71,-58
77.87462,52.49539,-66,-40,-41,-41,-41,-73,-73,-68,-67,-73
70.24462,40.529068,-65,-45,-44,-44,-44,-74,-69,-70,-64,-71
73.707886,15.134445,-99,-67,-70,-69,-69,-64,-99,-99,-57,-99
63.372005,80.29609,-54,-57,-57,-57,-56,-60,-58,-57,-99,-59
81.12143,51.926865,-54,-50,-50,-49,-48,-69,-65,-65,-71,-65
86.51924,33.608433,-57,-41,-41,-40,-41,-62,-62,-63,-71,-63
60.747505,74.85439,-61,-66,-65,-67,-66,-72,-58,-59,-99,-57
69.89267,87.38926,-60,-68,-68,-68,-67,-64,-66,-66,-99,-66
73.46437,51.493687,-63,-40,-40,-40,-40,-67,-72,-71,-67,-72
77.30621,61.629147,-45,-49,-49,-49,-50,-53,-37,-37,-99,-37
86.2761,83.86974,-56,-46,-46,-47,-46,-46,-60,-60,-99,-59
74.01903,61.06404,-45,-52,-52,-52,-52,-60,-49,-49,-99,-49
79.90387,51.737347,-56,-46,-45,-46,-45,-70,-65,-65,-71,-65
71.86781,87.1456,-57,-64,-64,-64,-64,-61,-67,-67,-99,-67
63.5614,73.51427,-61,-62,-63,-62,-62,-67,-53,-53,-99,-61
79.105705,42.55955,-50,-32,-31,-31,-31,-61,-57,-57,-69,-57
86.08634,29.249653,-57,-44,-43,-44,-44,-59,-62,-62,-65,-63
86.46514,62.698547,-47,-40,-41,-39,-39,-59,-51,-49,-99,-45
75.0064,61.060608,-53,-57,-57,-57,-57,-60,-50,-51,-99,-50
78.02343,14.403469,-80,-49,-49,-49,-51,-64,-99,-99,-62,-99
79.6739,15.026152,-76,-49,-49,-49,-51,-64,-99,-99,-62,-99
72.51717,64.76964,-45,-57,-56,-57,-56,-61,-49,-49,-99,-49
64.1837,76.722435,-53,-54,-56,-55,-54,-63,-55,-60,-99,-55
82.58249,55.987823,-49,-49,-49,-49,-49,-58,-50,-50,-76,-49
63.85902,81.216576,-54,-57,-57,-57,-56,-60,-58,-57,-99,-59
73.274765,62.278908,-52,-53,-53,-53,-52,-57,-47,-46,-99,-46
61.315693,74.637794,-61,-66,-65,-66,-66,-68,-99,-64,-99,-61
71.94898,87.09145,-57,-64,-64,-64,-64,-61,-67,-67,-99,-67
81.48668,39.202477,-50,-40,-40,-40,-40,-62,-58,-58,-67,-58
65.56359,87.09145,-59,-68,-68,-67,-67,-66,-62,-61,-99,-62
62.66853,74.40768,-61,-62,-63,-62,-62,-67,-53,-53,-99,-61
67.15994,87.30804,-62,-68,-68,-67,-67,-59,-62,-61,-99,-62
59.665226,83.13876,-61,-64,-63,-63,-63,-65,-61,-63,-99,-65
72.273674,64.17403,-45,-57,-57,-57,-58,-60,-50,-50,-99,-50
82.4472,57.39563,-47,-50,-51,-51,-51,-56,-44,-44,-78,-45
79.40333,40.366623,-48,-36,-36,-36,-36,-62,-61,-62,-71,-59
69.351746,28.968826,-70,-48,-48,-47,-48,-80,-75,-76,-55,-76
64.508385,85.33171,-65,-71,-72,-71,-70,-73,-66,-65,-99,-66
74.92522,87.22682,-58,-67,-66,-66,-67,-62,-63,-62,-99,-61
65.02246,78.78,-64,-65,-65,-65,-66,-71,-63,-61,-99,-63
72.40916,51.899788,-63,-40,-41,-40,-40,-70,-65,-67,-65,-66
86.38432,76.12683,-40,-45,-45,-45,-45,-48,-51,-50,-99,-51
71.35394,46.024914,-61,-40,-40,-39,-40,-66,-65,-65,-64,-68
69.62232,38.09248,-63,-50,-50,-49,-51,-72,-72,-72,-67,-71
86.113754,68.356834,-41,-43,-43,-43,-43,-51,-45,-45,-99,-47
77.34701,47.81174,-57,-36,-35,-37,-36,-70,-64,-64,-67,-64
62.046223,84.14048,-54,-53,-54,-55,-55,-62,-58,-51,-99,-99
86.76276,25.675999,-60,-46,-47,-47,-48,-60,-62,-62,-65,-63
86.89803,21.533804,-60,-49,-49,-46,-49,-64,-63,-63,-61,-64
86.62747,39.212578,-54,-40,-39,-39,-40,-62,-62,-60,-66,-99
79.21392,42.613697,-50,-29,-29,-29,-29,-62,-59,-60,-69,-59
86.89804,48.30916,-52,-38,-38,-37,-38,-58,-58,-61,-67,-99
78.45634,44.562958,-52,-33,-33,-33,-32,-61,-59,-56,-71,-59
81.17532,86.63121,-51,-61,-61,-62,-57,-55,-60,-60,-99,-61
81.35141,41.3954,-52,-37,-37,-37,-37,-60,-60,-59,-64,-60
81.7302,38.90467,-53,-36,-38,-37,-38,-62,-61,-58,-67,-58
70.866714,73.24354,-53,-70,-54,-69,-55,-65,-48,-53,-99,-56
63.967243,87.49755,-61,-68,-68,-67,-67,-66,-62,-61,-99,-62
86.113754,85.54828,-56,-54,-54,-55,-54,-51,-60,-62,-99,-60
86.681595,59.449768,-46,-42,-43,-42,-43,-59,-51,-48,-66,-45
86.68196,65.02683,-40,-42,-43,-43,-42,-53,-51,-49,-99,-49
64.318985,81.460236,-65,-69,-68,-69,-70,-69,-63,-61,-99,-63
71.65135,76.54647,-57,-65,-65,-65,-65,-67,-99,-53,-99,-56
69.56821,24.610046,-71,-60,-60,-60,-59,-99,-77,-78,-45,-78
72.51717,87.416336,-57,-64,-64,-65,-64,-60,-63,-63,-99,-63
86.600784,83.490715,-44,-46,-46,-47,-46,-46,-60,-60,-99,-59
77.21173,14.5659075,-82,-49,-49,-49,-51,-64,-99,-99,-62,-99
76.508255,46.485153,-49,-30,-30,-30,-30,-65,-57,-57,-65,-57
86.22163,15.080299,-58,-49,-49,-49,-51,-64,-63,-63,-62,-99
82.47426,56.312706,-52,-49,-49,-50,-50,-56,-47,-48,-78,-48
69.29764,30.701508,-67,-47,-47,-47,-47,-80,-75,-76,-61,-76
71.86803,42.66784,-65,-43,-43,-44,-44,-74,-69,-69,-65,-68
71.02927,44.806625,-57,-43,-43,-43,-43,-74,-65,-65,-62,-68
76.3865,52.441246,-68,-41,-41,-41,-41,-73,-72,-72,-74,-73
86.51924,26.488194,-60,-46,-47,-47,-48,-60,-62,-62,-65,-63
79.51154,38.44443,-49,-35,-34,-35,-35,-62,-57,-58,-69,-58
59.773453,84.844376,-63,-64,-66,-65,-66,-66,-58,-59,-99,-65
86.49219,57.527573,-48,-39,-39,-39,-39,-55,-52,-52,-66,-51
64.29192,83.86974,-65,-71,-72,-71,-70,-73,-66,-65,-99,-66
74.68193,47.216133,-57,-42,-42,-42,-42,-68,-67,-68,-66,-68
86.78982,63.15879,-48,-41,-41,-41,-40,-56,-51,-49,-99,-49
86.97921,22.61673,-60,-49,-49,-49,-49,-58,-63,-63,-65,-64
74.41136,48.86759,-56,-38,-39,-38,-39,-68,-60,-61,-69,-59
73.13948,62.468422,-54,-53,-52,-52,-52,-55,-47,-46,-99,-46
86.30279,39.699894,-54,-32,-32,-32,-32,-59,-62,-63,-66,-99
69.59526,39.337845,-61,-48,-49,-48,-48,-74,-69,-72,-69,-73
69.29764,36.495163,-67,-47,-48,-48,-48,-74,-70,-69,-67,-71
83.01538,54.63417,-54,-51,-51,-50,-50,-57,-61,-57,-77,-61
61.99211,84.4112,-54,-53,-54,-55,-55,-62,-58,-51,-99,-99
69.05392,86.956085,-61,-68,-68,-67,-67,-62,-62,-64,-99,-62
69.70348,25.72005,-71,-54,-54,-53,-53,-99,-77,-78,-46,-78
86.35727,65.622444,-40,-42,-43,-43,-42,-53,-51,-49,-99,-49
68.70218,76.898415,-56,-59,-59,-60,-60,-63,-57,-52,-99,-58
73.16675,46.539303,-60,-39,-39,-39,-39,-70,-63,-62,-64,-63
86.62749,24.972094,-59,-48,-50,-49,-49,-58,-65,-66,-65,-64
69.40587,21.71322,-99,-57,-56,-57,-56,-99,-80,-99,-49,-99
66.808205,75.92378,-51,-56,-55,-55,-54,-66,-53,-53,-99,-53
59.96286,82.51608,-61,-68,-61,-61,-60,-69,-61,-63,-99,-65
86.76276,28.572828,-58,-46,-47,-47,-48,-60,-62,-62,-65,-63
82.27134,59.385513,-45,-51,-51,-51,-50,-57,-48,-48,-78,-48
79.457436,45.781254,-51,-37,-37,-37,-38,-69,-63,-60,-75,-63
69.351746,26.694683,-71,-50,-50,-50,-50,-99,-77,-78,-46,-78
82.74483,55.82539,-49,-49,-49,-50,-50,-59,-50,-50,-76,-49
62.80381,83.490715,-54,-53,-54,-55,-55,-62,-58,-51,-99,-99
72.62562,14.592982,-99,-66,-67,-67,-68,-64,-99,-99,-59,-99
86.49255,80.566826,-42,-50,-49,-50,-50,-45,-57,-55,-99,-59
83.02929,87.01023,-55,-61,-61,-62,-61,-54,-60,-60,-99,-60
59.665226,84.032196,-61,-64,-64,-64,-63,-66,-61,-63,-99,-65
80.93182,86.87488,-51,-65,-65,-66,-58,-51,-55,-55,-99,-60
74.03235,87.416336,-56,-67,-68,-67,-67,-61,-63,-62,-99,-61
67.21406,76.24865,-57,-56,-55,-55,-54,-66,-53,-53,-99,-53
81.51375,14.268105,-72,-49,-49,-49,-51,-64,-99,-99,-62,-99
71.35394,14.999077,-78,-66,-65,-65,-65,-64,-99,-99,-61,-99
69.730545,17.67932,-99,-56,-56,-56,-56,-99,-99,-99,-54,-99
72.950294,52.143444,-60,-40,-40,-40,-40,-67,-65,-67,-65,-66
86.62749,49.554523,-52,-38,-38,-37,-38,-58,-58,-61,-67,-99
71.24551,85.65658,-57,-66,-66,-64,-66,-61,-63,-63,-99,-64
69.59526,22.579565,-99,-57,-57,-57,-56,-99,-77,-78,-46,-99
77.21173,15.080299,-79,-64,-65,-64,-64,-64,-99,-99,-64,-99
69.730545,18.87054,-99,-54,-56,-56,-55,-99,-99,-99,-50,-99
82.28486,56.502224,-52,-51,-51,-51,-51,-56,-44,-44,-78,-48
78.997475,41.070526,-48,-36,-35,-36,-36,-60,-61,-62,-71,-59
86.49255,66.40756,-40,-42,-43,-43,-43,-53,-51,-49,-99,-51
86.46549,64.07928,-43,-40,-40,-39,-39,-57,-51,-49,-99,-49
64.26488,85.54828,-65,-71,-72,-71,-70,-73,-66,-65,-99,-66
86.19457,58.637573,-48,-39,-39,-38,-39,-54,-99,-52,-66,-50
86.57335,36.505257,-58,-39,-38,-39,-39,-62,-60,-64,-99,-60
77.1982,52.49539,-68,-41,-41,-41,-41,-73,-73,-71,-66,-73
86.76276,41.62209,-53,-32,-32,-32,-32,-59,-61,-59,-66,-99
62.100334,74.73255,-63,-66,-65,-66,-66,-68,-53,-64,-99,-61
86.62747,43.950382,-54,-37,-37,-37,-37,-59,-59,-59,-69,-57
61.72154,85.358765,-63,-56,-57,-57,-57,-66,-58,-56,-99,-99
69.32469,31.378336,-67,-50,-50,-49,-50,-99,-75,-76,-61,-76
84.84209,87.52463,-54,-59,-59,-59,-59,-54,-60,-60,-99,-60
78.808075,14.782494,-80,-49,-49,-49,-51,-64,-99,-99,-62,-99
82.636604,54.82368,-50,-47,-47,-46,-47,-60,-56,-55,-76,-56
59.773453,80.079506,-62,-60,-61,-61,-60,-69,-61,-63,-99,-62
86.95216,49.879402,-50,-34,-33,-33,-34,-58,-58,-57,-68,-99
80.20128,86.73951,-54,-65,-65,-66,-63,-53,-60,-59,-99,-60
86.16751,29.872337,-57,-44,-43,-44,-44,-59,-62,-62,-65,-63
86.70865,50.935253,-50,-34,-33,-32,-33,-60,-58,-57,-70,-51
65.53654,77.91366,-64,-65,-65,-65,-66,-66,-60,-61,-99,-62
86.73606,69.95414,-41,-44,-43,-43,-43,-51,-45,-45,-99,-47
60.260475,86.27926,-70,-60,-61,-61,-61,-66,-58,-59,-99,-65
71.976036,64.065735,-48,-57,-57,-57,-58,-62,-50,-50,-99,-50
77.996376,48.0554,-58,-40,-39,-39,-39,-70,-64,-64,-66,-64
72.1925,74.272316,-57,-66,-54,-65,-55,-65,-48,-53,-99,-56
86.87099,34.77258,-57,-39,-39,-39,-39,-62,-60,-63,-99,-60
86.00554,83.0034,-44,-46,-48,-48,-46,-43,-60,-60,-99,-59
86.54631,39.970627,-54,-32,-32,-32,-32,-59,-62,-63,-66,-99
82.826,52.332962,-62,-51,-51,-50,-51,-61,-61,-61,-77,-61
87.00626,40.430866,-53,-32,-32,-32,-32,-59,-62,-63,-66,-99
82.4472,53.25344,-49,-46,-46,-46,-46,-56,-56,-58,-74,-56
86.41138,81.54146,-42,-46,-49,-49,-50,-45,-57,-60,-99,-59
87.06038,62.969276,-48,-41,-41,-41,-40,-56,-51,-49,-99,-49
80.215034,14.376396,-76,-49,-49,-49,-51,-64,-99,-99,-62,-99
64.48132,83.4095,-65,-71,-72,-71,-70,-73,-66,-65,-99,-66
86.7357,46.41404,-53,-43,-42,-42,-43,-62,-57,-57,-67,-57
81.7843,14.32225,-70,-49,-49,-49,-51,-64,-99,-99,-62,-99
86.30315,69.57513,-41,-43,-43,-43,-43,-51,-45,-45,-99,-47
71.11023,79.118416,-56,-60,-60,-60,-61,-67,-58,-58,-99,-58
74.53311,63.284042,-44,-55,-56,-55,-56,-57,-45,-44,-99,-45
73.62671,51.412468,-68,-44,-44,-44,-44,-67,-72,-72,-69,-72
78.64574,60.82039,-46,-55,-55,-55,-55,-61,-43,-43,-77,-45
86.46549,76.88487,-40,-49,-49,-49,-49,-45,-51,-50,-99,-51
69.378815,31.64907,-65,-45,-45,-45,-45,-77,-76,-76,-63,-77
81.7843,58.84405,-46,-50,-49,-49,-50,-54,-47,-47,-78,-48
59.854626,76.56,-60,-65,-65,-65,-65,-70,-58,-61,-99,-57
73.59965,47.243202,-57,-35,-35,-35,-36,-66,-67,-66,-66,-66
69.43293,19.62859,-74,-56,-56,-56,-56,-99,-99,-99,-50,-99
82.56897,14.457615,-70,-49,-49,-49,-51,-64,-99,-99,-62,-99
65.32008,76.505844,-52,-55,-55,-55,-55,-66,-56,-55,-99,-55
82.19016,44.238087,-52,-38,-37,-38,-38,-63,-64,-59,-73,-64
86.35727,74.77317,-41,-45,-45,-44,-45,-47,-47,-46,-99,-47
63.66962,78.18439,-55,-57,-56,-57,-56,-60,-55,-55,-99,-55
86.62782,75.7478,-41,-45,-45,-45,-45,-48,-51,-50,-99,-51
75.39893,64.28575,-42,-55,-56,-55,-56,-52,-45,-46,-99,-45
86.35727,77.66999,-41,-48,-49,-49,-49,-45,-57,-55,-99,-59
65.265976,76.39756,-54,-54,-54,-54,-54,-66,-56,-56,-99,-55
86.89804,50.420868,-50,-34,-33,-32,-33,-60,-58,-57,-70,-51
80.58008,87.38926,-52,-65,-65,-66,-58,-51,-55,-55,-99,-60
85.951416,79.56512,-43,-48,-49,-49,-49,-45,-57,-55,-99,-59
71.164345,79.19962,-56,-61,-61,-61,-61,-67,-55,-56,-99,-56
59.665226,84.709015,-63,-64,-66,-65,-66,-66,-58,-59,-99,-65
63.58845,78.69878,-55,-57,-56,-57,-56,-60,-55,-55,-99,-55
72.92303,65.96086,-52,-57,-57,-56,-57,-63,-53,-53,-99,-54
70.70438,87.06438,-60,-68,-68,-68,-67,-64,-66,-66,-99,-66
70.81282,40.74565,-62,-48,-48,-48,-48,-70,-73,-72,-64,-71
64.80601,75.15219,-52,-55,-55,-55,-55,-66,-56,-55,-99,-55
59.9358,83.21999,-61,-64,-63,-63,-63,-65,-61,-63,-99,-65
69.83877,27.452732,-70,-53,-52,-53,-51,-80,-75,-75,-49,-76
77.64463,60.441364,-48,-55,-56,-55,-55,-63,-44,-44,-77,-45
69.432915,38.742233,-64,-47,-46,-46,-47,-70,-72,-72,-66,-73
69.45998,37.659313,-60,-48,-48,-48,-48,-74,-70,-70,-64,-71
86.84393,16.948345,-58,-49,-49,-49,-50,-60,-63,-63,-60,-99
86.78982,42.56965,-53,-32,-32,-32,-32,-59,-61,-59,-66,-57
69.59526,27.236145,-70,-49,-49,-49,-48,-80,-75,-75,-49,-76
69.513885,77.277435,-55,-59,-59,-59,-59,-63,-57,-58,-99,-58
69.48704,27.452732,-71,-52,-52,-53,-51,-99,-75,-75,-45,-76
86.54666,67.111465,-40,-42,-43,-43,-43,-53,-51,-49,-99,-51
72.89618,50.898087,-60,-36,-36,-36,-36,-69,-65,-66,-67,-63
83.272446,14.213957,-70,-49,-49,-49,-51,-64,-63,-63,-62,-99
84.08414,14.511762,-61,-49,-49,-49,-51,-64,-63,-63,-62,-99
72.0031,64.39061,-46,-57,-57,-57,-58,-60,-50,-50,-99,-50
64.29192,76.91194,-66,-65,-65,-65,-66,-66,-60,-61,-99,-62
78.76749,52.982708,-66,-43,-43,-43,-43,-72,-73,-68,-68,-73
68.43161,87.25389,-61,-68,-68,-67,-67,-62,-62,-64,-99,-62
86.73606,74.88146,-41,-45,-45,-44,-45,-47,-47,-46,-99,-47
59.881687,79.29438,-60,-61,-68,-61,-60,-70,-61,-61,-99,-61
86.2761,80.566826,-43,-50,-49,-50,-50,-45,-57,-55,-99,-59
74.41136,52.143444,-68,-44,-44,-44,-43,-67,-73,-72,-70,-72
86.79017,70.06244,-41,-44,-43,-43,-43,-51,-45,-45,-99,-47
73.13969,14.917859,-99,-68,-68,-68,-68,-64,-99,-99,-54,-99
86.22163,52.992817,-52,-37,-35,-36,-36,-57,-58,-51,-70,-51
69.378815,34.437607,-63,-45,-45,-45,-45,-76,-76,-69,-62,-73
68.83767,28.075413,-69,-49,-49,-50,-49,-80,-75,-75,-53,-76
86.68159,48.444523,-53,-42,-42,-42,-42,-58,-57,-57,-67,-57
72.62561,51.439545,-60,-41,-41,-41,-40,-72,-67,-67,-67,-68
63.85902,82.35365,-54,-53,-54,-54,-54,-64,-58,-57,-99,-59
86.84393,40.51209,-53,-32,-32,-32,-32,-59,-61,-59,-66,-99
69.02707,37.442726,-64,-51,-51,-52,-51,-74,-70,-70,-67,-71
86.816864,45.710136,-55,-37,-37,-37,-37,-59,-59,-59,-69,-57
75.16894,48.24491,-57,-33,-36,-34,-36,-70,-60,-59,-69,-59
85.16677,87.52463,-54,-59,-59,-59,-59,-54,-60,-60,-99,-60
86.7357,58.556347,-48,-39,-39,-38,-39,-54,-51,-52,-66,-50
77.54973,61.710377,-47,-49,-49,-49,-49,-52,-37,-37,-99,-37
81.27023,40.74565,-52,-37,-36,-37,-37,-56,-58,-58,-64,-58
77.65795,61.954033,-46,-49,-49,-49,-50,-53,-37,-37,-99,-37
86.89841,73.5278,-43,-45,-45,-44,-44,-51,-45,-45,-99,-47
86.49219,16.433954,-58,-49,-49,-49,-51,-64,-63,-63,-62,-99
78.95668,87.49755,-54,-61,-62,-62,-63,-57,-60,-61,-99,-60
79.538605,60.82039,-46,-56,-56,-57,-56,-61,-45,-45,-77,-45
59.367607,78.15731,-59,-61,-61,-61,-60,-70,-61,-61,-99,-61
76.76529,52.955635,-68,-41,-41,-41,-41,-73,-73,-73,-70,-73
86.654526,21.046486,-60,-49,-49,-46,-49,-64,-63,-63,-61,-64
71.89487,87.09145,-57,-66,-66,-64,-66,-61,-63,-63,-99,-64
77.4823,63.581856,-44,-51,-52,-51,-51,-58,-43,-43,-99,-45
79.80918,14.809568,-76,-49,-49,-49,-51,-64,-99,-99,-62,-99
86.41138,71.740974,-43,-45,-45,-44,-44,-51,-45,-45,-99,-47
60.098137,81.40608,-61,-60,-61,-61,-60,-69,-61,-63,-99,-62
76.494514,87.578766,-55,-61,-62,-62,-62,-58,-60,-61,-99,-60
69.432915,29.91639,-67,-51,-50,-50,-51,-80,-75,-76,-55,-76
59.98991,80.1878,-60,-62,-64,-61,-63,-70,-59,-59,-99,-59
78.726906,61.443066,-44,-50,-50,-50,-49,-58,-43,-43,-99,-45
86.84393,42.867462,-54,-33,-33,-33,-33,-59,-59,-59,-66,-57
87.00626,18.988926,-59,-51,-50,-50,-50,-64,-63,-63,-60,-64
86.89804,56.796593,-49,-39,-39,-39,-39,-55,-52,-52,-66,-51
78.22615,87.28097,-54,-61,-62,-62,-63,-57,-60,-61,-99,-60
78.67279,62.363564,-44,-52,-52,-52,-52,-58,-43,-43,-99,-45
81.24318,45.67296,-57,-42,-41,-42,-42,-68,-62,-64,-76,-62
79.60625,51.62906,-60,-39,-38,-40,-39,-70,-65,-65,-71,-65
74.60055,87.22682,-58,-67,-66,-66,-67,-62,-63,-62,-99,-61
87.033325,25.188683,-59,-48,-47,-48,-48,-60,-65,-66,-65,-64
86.49255,65.46001,-40,-42,-43,-43,-42,-53,-51,-49,-99,-49
74.65487,49.57149,-59,-38,-39,-38,-39,-73,-63,-63,-63,-63
69.16235,37.4698,-64,-44,-45,-44,-45,-74,-70,-69,-64,-71
65.04952,74.40768,-54,-57,-55,-55,-54,-66,-53,-53,-99,-53
72.11133,75.680115,-57,-62,-61,-61,-62,-67,-99,-53,-99,-56
86.925095,53.75086,-49,-37,-35,-36,-36,-57,-58,-51,-70,-51
63.53434,87.47048,-61,-71,-70,-71,-70,-73,-66,-65,-99,-66
74.00551,14.83664,-99,-69,-70,-69,-69,-64,-99,-99,-56,-99
85.1123,14.48469,-61,-49,-49,-49,-51,-64,-63,-63,-62,-99
86.54631,55.916718,-52,-37,-35,-37,-36,-55,-52,-52,-67,-51
86.57335,27.110872,-60,-46,-47,-47,-48,-60,-62,-62,-65,-63
77.2929,64.502335,-42,-53,-53,-53,-54,-51,-43,-43,-99,-43
59.7464,77.45341,-60,-61,-61,-61,-60,-70,-61,-61,-99,-61
82.71777,54.038563,-50,-46,-46,-45,-46,-60,-56,-58,-74,-56
86.60041,23.91624,-59,-48,-50,-49,-49,-58,-65,-66,-65,-64
86.383965,45.141598,-54,-37,-37,-37,-37,-59,-59,-59,-69,-57
80.2554,87.17267,-54,-65,-65,-66,-63,-53,-60,-59,-99,-60
69.40587,35.33102,-67,-44,-45,-45,-45,-75,-70,-69,-62,-71
86.70864,24.99917,-59,-48,-47,-48,-48,-60,-65,-66,-65,-64
75.77772,47.432716,-58,-37,-36,-36,-36,-70,-60,-60,-66,-59
71.40785,86.08975,-60,-66,-65,-64,-65,-65,-66,-63,-99,-66
71.57019,72.48548,-53,-55,-54,-55,-55,-64,-48,-53,-99,-48
69.351746,41.043457,-66,-45,-44,-44,-44,-74,-69,-69,-67,-73
59.854626,78.56341,-59,-61,-68,-61,-60,-70,-61,-61,-99,-61
64.5625,81.351944,-64,-69,-68,-69,-70,-69,-63,-61,-99,-63
80.67499,45.564667,-57,-44,-45,-45,-45,-70,-64,-64,-76,-64
77.238785,45.75418,-53,-29,-29,-29,-29,-61,-59,-56,-66,-59
71.94898,78.46866,-56,-61,-61,-61,-61,-67,-55,-56,-99,-56
87.24977,46.116226,-55,-39,-38,-38,-39,-62,-59,-59,-67,-57
60.152252,85.33171,-61,-60,-61,-61,-61,-66,-58,-59,-99,-65
80.64793,61.199413,-42,-52,-52,-53,-52,-55,-49,-49,-77,-49
64.18371,73.81207,-57,-63,-63,-63,-62,-70,-53,-53,-99,-61
86.51961,75.26048,-41,-45,-45,-45,-45,-48,-51,-50,-99,-51
72.51738,46.458084,-60,-36,-36,-35,-36,-66,-65,-61,-64,-68
86.54631,54.400616,-49,-42,-41,-41,-41,-57,-52,-51,-70,-51
65.88828,74.86792,-51,-57,-55,-55,-54,-66,-53,-53,-99,-53
68.108635,93.02504,-45,-51,-48,-49,-48,-53,-35,-36,-99,-35
86.73606,71.28073,-41,-44,-43,-43,-43,-51,-45,-45,-99,-47
74.49231,60.92525,-54,-59,-58,-58,-57,-62,-50,-51,-99,-50
86.62782,67.08439,-40,-42,-43,-43,-43,-53,-51,-49,-99,-51
75.913,47.486862,-61,-34,-34,-33,-34,-70,-64,-64,-69,-64
78.28026,87.33511,-55,-61,-62,-62,-62,-58,-60,-61,-99,-60
80.44501,51.76442,-58,-42,-43,-42,-43,-67,-65,-65,-71,-65
82.14958,52.441246,-60,-47,-48,-48,-49,-67,-63,-63,-77,-63
83.732765,87.03731,-55,-61,-61,-62,-61,-54,-60,-60,-99,-60
86.57335,36.34282,-58,-39,-38,-39,-39,-62,-60,-64,-99,-60
86.62749,47.82184,-53,-42,-42,-42,-42,-58,-57,-57,-67,-57
86.78982,24.511852,-59,-48,-47,-48,-48,-60,-65,-66,-65,-64
86.925095,41.73038,-53,-32,-32,-32,-32,-59,-61,-59,-66,-57
86.62749,47.117943,-53,-43,-42,-42,-43,-62,-57,-57,-67,-57
81.51374,45.99784,-53,-40,-40,-41,-40,-63,-64,-63,-73,-64
59.96286,82.08292,-61,-68,-61,-61,-60,-69,-61,-63,-99,-65
81.567856,60.441364,-46,-51,-51,-53,-52,-55,-45,-45,-77,-45
69.59526,24.42054,-99,-58,-57,-57,-57,-99,-77,-78,-46,-99
86.0867,74.28584,-42,-45,-45,-44,-45,-47,-45,-45,-99,-47
86.7357,20.694534,-60,-49,-49,-46,-49,-64,-63,-63,-61,-64
86.654526,33.44599,-57,-41,-41,-40,-41,-62,-62,-63,-71,-63
86.60042,51.801598,-49,-38,-37,-36,-36,-60,-58,-51,-70,-51
86.70864,32.363068,-57,-41,-41,-40,-41,-62,-66,-63,-65,-63
86.49219,19.7199,-59,-51,-50,-50,-50,-64,-63,-63,-60,-64
