PTO_X,PTO_Y,WI0,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9
80.85674,43.445847,-61,-49,-49,-49,-49,-67,-68,-64,-71,-99
85.61546,61.229633,-46,-41,-41,-41,-42,-55,-99,-42,-68,-99
74.17374,48.237797,-71,-50,-49,-50,-50,-77,-68,-75,-73,-67
84.11403,86.862274,-56,-63,-63,-63,-63,-56,-56,-56,-99,-55
77.33937,47.01951,-66,-48,-49,-49,-48,-74,-68,-68,-69,-67
86.30868,33.442318,-57,-52,-52,-51,-52,-62,-99,-67,-67,-57
86.89483,19.830236,-59,-54,-53,-55,-53,-63,-68,-66,-61,-64
75.98654,39.059998,-67,-58,-61,-60,-60,-74,-99,-99,-67,-99
80.56596,68.70183,-44,-49,-50,-49,-49,-52,-49,-45,-99,-46
91.287735,86.618614,-54,-65,-63,-65,-65,-59,-58,-63,-99,-58
89.14658,89.6508,-53,-65,-65,-66,-65,-55,-60,-60,-99,-60
72.097206,87.058685,-62,-74,-74,-75,-75,-65,-67,-67,-99,-67
72.22238,63.882805,-50,-53,-53,-54,-53,-62,-48,-48,-78,-47
86.11929,35.174995,-57,-43,-43,-43,-43,-62,-99,-55,-67,-57
84.722595,62.123055,-44,-41,-42,-42,-42,-54,-99,-46,-68,-99
80.55586,64.80329,-43,-46,-50,-46,-49,-56,-45,-45,-79,-45
85.35259,57.843098,-49,-53,-52,-53,-52,-55,-99,-59,-79,-99
88.06799,94.93732,-54,-64,-62,-63,-64,-59,-62,-56,-99,-99
87.93891,92.14878,-46,-57,-58,-56,-58,-54,-54,-54,-99,-54
82.622284,87.78967,-54,-56,-56,-56,-57,-51,-59,-59,-99,-62
86.11929,29.652073,-58,-52,-52,-52,-52,-60,-99,-67,-64,-99
71.63724,77.14865,-58,-69,-72,-72,-65,-68,-59,-59,-99,-59
72.387985,40.007553,-67,-53,-53,-53,-53,-74,-99,-99,-64,-99
82.92352,84.100815,-54,-62,-62,-61,-62,-55,-63,-62,-99,-62
83.264786,46.965363,-59,-46,-45,-45,-45,-66,-62,-62,-72,-62
81.28639,65.34476,-47,-50,-50,-56,-57,-54,-45,-45,-76,-46
80.122955,64.695,-45,-50,-50,-50,-49,-57,-45,-45,-80,-45
85.006905,62.672417,-50,-58,-57,-58,-57,-54,-99,-49,-79,-49
85.56906,57.599434,-49,-50,-50,-50,-49,-56,-99,-59,-75,-99
78.986565,64.613785,-48,-50,-50,-50,-49,-57,-45,-45,-80,-45
84.47908,63.74744,-42,-44,-44,-44,-44,-54,-99,-99,-68,-99
77.235565,14.523899,-81,-71,-70,-71,-70,-85,-99,-75,-64,-78
95.12979,87.349594,-51,-62,-63,-63,-63,-55,-56,-56,-99,-56
80.36973,49.293648,-63,-54,-55,-54,-55,-63,-58,-59,-70,-99
69.168236,42.552433,-58,-42,-49,-50,-49,-70,-64,-99,-54,-99
94.426315,88.7574,-53,-59,-59,-59,-59,-55,-58,-59,-99,-58
70.33852,80.32974,-58,-66,-99,-73,-74,-67,-61,-61,-99,-65
72.50305,71.32792,-51,-53,-53,-53,-54,-59,-60,-60,-99,-60
86.05164,47.75048,-54,-36,-36,-37,-36,-59,-57,-55,-66,-60
80.47795,51.73024,-53,-38,-38,-39,-38,-66,-60,-99,-66,-99
82.02702,72.006355,-52,-64,-66,-65,-63,-63,-52,-52,-99,-51
79.6392,39.520237,-59,-46,-46,-46,-46,-68,-99,-99,-70,-99
70.90671,73.06061,-55,-64,-64,-64,-64,-62,-54,-56,-99,-52
89.85007,88.97398,-53,-65,-65,-66,-65,-55,-57,-57,-99,-57
85.41581,36.5828,-56,-43,-42,-43,-43,-63,-99,-55,-67,-57
72.117424,50.809746,-61,-46,-45,-46,-46,-72,-72,-62,-77,-72
83.34596,46.20731,-59,-50,-50,-50,-50,-67,-65,-65,-75,-64
69.0059,44.122677,-60,-51,-49,-50,-48,-67,-64,-64,-54,-99
85.78551,56.706024,-52,-49,-50,-49,-49,-61,-99,-59,-75,-99
72.933556,14.740486,-83,-73,-73,-73,-73,-99,-99,-99,-65,-99
88.93381,92.90684,-53,-57,-58,-57,-57,-54,-60,-60,-99,-59
86.59277,53.54413,-49,-41,-40,-40,-41,-60,-50,-55,-67,-55
80.77557,39.628536,-58,-43,-43,-43,-43,-66,-99,-99,-74,-99
84.65822,38.938168,-52,-44,-44,-44,-44,-61,-61,-55,-67,-57
85.902824,34.471092,-57,-44,-44,-43,-43,-62,-99,-55,-67,-57
62.27561,84.974396,-58,-99,-99,-99,-76,-68,-64,-63,-99,-64
84.405594,19.397066,-61,-50,-50,-50,-50,-61,-65,-65,-60,-65
69.71621,87.16733,-64,-75,-76,-75,-75,-70,-65,-65,-99,-65
83.670654,40.819756,-55,-50,-51,-50,-51,-65,-61,-99,-65,-59
74.61107,45.306076,-61,-44,-47,-45,-47,-72,-71,-72,-68,-64
92.58646,89.78616,-57,-67,-67,-67,-67,-55,-56,-56,-99,-56
69.22678,34.070717,-66,-53,-52,-52,-51,-76,-70,-70,-64,-75
73.31235,44.169,-60,-42,-40,-42,-41,-68,-64,-64,-68,-64
63.08731,79.8695,-69,-75,-74,-73,-72,-75,-68,-67,-99,-68
86.7957,21.638157,-60,-50,-49,-50,-49,-60,-99,-62,-65,-66
69.578514,33.096085,-66,-50,-51,-50,-50,-76,-74,-72,-60,-75
84.23557,64.53256,-45,-44,-44,-44,-44,-56,-99,-99,-68,-46
71.52901,72.54622,-52,-64,-64,-64,-64,-62,-54,-56,-99,-52
84.88494,64.37013,-42,-44,-44,-44,-44,-56,-45,-45,-73,-46
72.144485,47.91292,-56,-44,-43,-44,-44,-66,-74,-73,-63,-99
83.31891,46.153164,-54,-43,-43,-43,-43,-66,-65,-65,-67,-59
86.28845,78.476845,-43,-54,-51,-54,-53,-48,-48,-49,-99,-49
90.96306,88.86568,-52,-64,-63,-63,-63,-57,-60,-60,-99,-59
86.30868,33.92963,-57,-52,-52,-51,-52,-62,-99,-55,-67,-57
68.92915,25.407307,-73,-59,-60,-59,-60,-99,-99,-99,-53,-99
69.686745,22.42926,-75,-58,-58,-58,-58,-99,-99,-99,-49,-99
79.74742,47.47975,-61,-40,-41,-41,-41,-75,-62,-68,-73,-66
85.90966,87.03195,-44,-51,-52,-51,-52,-45,-99,-52,-99,-54
77.55255,61.337933,-45,-50,-48,-50,-52,-52,-38,-38,-99,-38
86.61983,54.81657,-49,-44,-44,-44,-44,-54,-50,-53,-67,-49
86.281624,28.75866,-58,-55,-55,-55,-55,-58,-99,-62,-65,-99
68.00481,39.628536,-58,-43,-43,-43,-43,-68,-99,-65,-53,-99
71.33961,79.66644,-57,-66,-72,-67,-74,-71,-65,-65,-99,-65
88.66322,92.338295,-51,-57,-58,-57,-57,-54,-60,-57,-99,-59
83.891525,18.016336,-61,-52,-50,-51,-51,-67,-63,-66,-55,-65
71.36667,74.95573,-59,-63,-62,-71,-71,-68,-57,-57,-99,-57
84.25238,38.586216,-54,-44,-45,-44,-44,-61,-61,-99,-67,-99
82.10136,46.20731,-61,-53,-53,-53,-53,-66,-65,-65,-71,-64
70.60908,72.92523,-55,-64,-64,-64,-64,-62,-54,-56,-99,-52
72.178375,70.27207,-50,-53,-53,-53,-54,-59,-60,-60,-99,-60
78.58398,51.459503,-63,-49,-49,-49,-49,-69,-99,-62,-67,-63
80.96497,39.43902,-59,-43,-43,-43,-43,-67,-99,-66,-74,-99
84.45529,47.642193,-56,-42,-43,-42,-43,-59,-57,-60,-66,-60
83.19411,72.52704,-50,-63,-63,-63,-62,-53,-54,-54,-99,-54
72.04308,80.24853,-58,-66,-72,-73,-74,-67,-61,-61,-99,-65
76.55914,14.794632,-81,-69,-69,-70,-69,-85,-99,-99,-65,-99
72.09037,48.61682,-57,-38,-39,-38,-38,-66,-74,-73,-66,-99
85.46686,66.48972,-47,-63,-62,-62,-62,-55,-52,-49,-79,-49
77.68784,64.77623,-46,-51,-52,-50,-51,-57,-45,-45,-80,-45
71.46806,39.27658,-64,-51,-51,-52,-50,-74,-99,-99,-64,-99
89.339645,91.5261,-51,-57,-58,-57,-57,-54,-60,-57,-99,-59
86.20047,27.296446,-61,-55,-55,-55,-55,-60,-99,-62,-65,-99
69.55146,18.04341,-76,-59,-58,-59,-59,-99,-99,-99,-52,-99
71.08927,39.08707,-64,-47,-48,-49,-48,-72,-99,-99,-64,-99
69.1953,43.472923,-58,-42,-49,-50,-49,-70,-64,-64,-54,-99
77.41728,61.473297,-45,-49,-49,-49,-49,-49,-37,-38,-99,-38
84.898674,79.06521,-50,-60,-60,-60,-60,-48,-56,-56,-99,-56
72.44211,40.224144,-68,-54,-53,-54,-54,-76,-99,-99,-69,-99
71.73863,39.628536,-64,-51,-51,-52,-50,-74,-99,-99,-64,-99
75.58511,47.119972,-61,-44,-47,-45,-47,-72,-71,-72,-68,-64
75.36423,51.432434,-59,-44,-45,-44,-45,-70,-72,-62,-70,-63
80.8297,39.16829,-58,-43,-43,-43,-43,-67,-99,-66,-75,-99
68.51888,39.43902,-64,-50,-49,-49,-49,-68,-99,-65,-61,-99
75.036285,61.229633,-49,-52,-53,-51,-53,-53,-43,-46,-99,-42
80.01799,49.104137,-63,-54,-55,-54,-55,-63,-58,-59,-70,-99
84.79351,38.36963,-55,-44,-45,-44,-44,-61,-61,-99,-67,-99
69.65969,18.070482,-76,-59,-58,-59,-59,-99,-99,-99,-52,-99
86.22751,26.430101,-61,-46,-46,-46,-47,-60,-99,-62,-66,-99
69.0915,27.898037,-72,-63,-63,-63,-64,-77,-99,-99,-57,-99
75.0904,64.53256,-46,-55,-56,-54,-56,-54,-41,-41,-99,-41
86.66042,20.717667,-59,-50,-49,-51,-49,-63,-99,-99,-61,-64
75.6889,47.236095,-69,-58,-58,-58,-59,-76,-68,-68,-69,-67
90.69248,87.94519,-55,-64,-63,-63,-63,-61,-60,-62,-99,-58
85.22336,66.9229,-46,-59,-58,-58,-58,-55,-52,-46,-79,-49
85.115135,87.91812,-53,-55,-55,-55,-55,-55,-61,-61,-99,-61
84.76645,38.775726,-54,-47,-51,-48,-49,-65,-61,-99,-65,-59
73.06114,62.66452,-43,-59,-59,-59,-56,-55,-48,-45,-78,-47
86.461914,19.207554,-60,-60,-60,-60,-60,-63,-68,-66,-61,-64
62.30267,86.54464,-69,-99,-99,-99,-76,-72,-99,-61,-99,-65
72.77362,71.32792,-51,-53,-53,-53,-54,-59,-60,-60,-99,-60
91.5583,89.6508,-55,-67,-67,-67,-67,-55,-56,-56,-99,-56
80.9617,65.20939,-46,-50,-50,-46,-49,-58,-45,-45,-76,-46
85.131714,57.523888,-48,-41,-41,-40,-41,-57,-99,-54,-67,-46
83.975105,72.71026,-41,-53,-54,-54,-54,-54,-50,-50,-99,-50
86.43043,54.708282,-49,-41,-40,-40,-41,-56,-50,-55,-67,-49
87.64129,92.41952,-46,-57,-58,-56,-58,-54,-54,-54,-99,-54
94.07457,89.19055,-60,-72,-74,-74,-74,-61,-66,-67,-99,-66
85.43982,68.27656,-43,-60,-59,-60,-59,-53,-56,-46,-99,-59
83.35644,84.75058,-54,-62,-62,-61,-62,-57,-63,-62,-99,-62
71.637245,87.35648,-59,-75,-76,-75,-75,-67,-67,-67,-99,-67
81.370834,49.347797,-51,-38,-39,-39,-39,-63,-58,-59,-70,-99
69.44324,31.28218,-66,-50,-51,-50,-50,-76,-74,-72,-60,-75
86.05164,48.102432,-53,-37,-36,-37,-36,-58,-57,-55,-68,-56
63.54728,86.97781,-62,-75,-77,-75,-75,-70,-64,-63,-99,-61
69.1953,40.846825,-60,-41,-43,-42,-43,-70,-99,-99,-55,-99
69.03738,30.090963,-66,-50,-51,-50,-50,-76,-74,-72,-60,-75
71.77252,74.0623,-57,-63,-62,-63,-62,-62,-58,-58,-99,-57
72.27976,46.044876,-58,-43,-42,-40,-41,-66,-64,-64,-59,-99
79.39569,51.676086,-63,-41,-41,-41,-41,-70,-99,-62,-70,-63
69.5244,17.71853,-77,-63,-63,-64,-63,-99,-99,-99,-56,-99
79.88712,14.6321945,-77,-76,-76,-76,-76,-85,-99,-75,-66,-78
68.897675,44.77243,-76,-56,-56,-56,-56,-66,-64,-64,-60,-99
77.14998,48.752182,-65,-57,-57,-57,-57,-71,-58,-59,-74,-99
93.66872,89.27178,-58,-68,-70,-70,-69,-64,-66,-65,-99,-66
65.792984,79.84242,-67,-79,-74,-74,-74,-74,-69,-68,-99,-68
73.44321,50.99926,-63,-43,-43,-43,-42,-72,-72,-62,-77,-72
71.17728,86.815025,-62,-75,-76,-75,-75,-67,-67,-67,-99,-67
71.46806,49.943405,-61,-46,-45,-46,-46,-72,-72,-62,-77,-72
61.97799,84.89318,-64,-99,-99,-99,-76,-68,-64,-63,-99,-64
76.77119,51.78438,-64,-45,-47,-45,-46,-72,-72,-62,-70,-63
86.42374,74.9844,-38,-49,-46,-54,-47,-46,-48,-41,-99,-49
72.17154,49.401947,-68,-42,-42,-42,-42,-70,-74,-73,-66,-99
60.43575,81.08779,-67,-78,-74,-77,-72,-77,-64,-65,-99,-65
78.888435,86.327705,-58,-69,-68,-70,-68,-67,-66,-67,-99,-66
93.10054,89.94861,-58,-72,-67,-67,-67,-60,-64,-56,-99,-64
84.55,40.075233,-55,-50,-51,-50,-51,-65,-61,-99,-65,-59
81.28966,47.452675,-59,-46,-46,-46,-46,-71,-62,-64,-73,-66
86.37633,53.896088,-49,-41,-40,-40,-41,-56,-50,-55,-67,-49
75.77008,48.941696,-69,-52,-51,-52,-52,-77,-99,-99,-74,-99
76.87941,48.752182,-69,-52,-51,-52,-52,-77,-99,-99,-74,-99
62.870857,80.89827,-66,-75,-74,-73,-72,-75,-68,-67,-99,-68
69.87615,37.56315,-64,-58,-58,-58,-58,-70,-70,-70,-64,-75
70.63373,14.713411,-83,-73,-73,-73,-73,-99,-99,-99,-65,-99
89.09614,89.820496,-51,-56,-56,-56,-57,-51,-60,-58,-99,-59
84.82056,37.394997,-52,-43,-42,-43,-43,-63,-99,-55,-67,-57
74.26174,87.546,-64,-75,-75,-76,-75,-65,-67,-67,-99,-67
76.7138,64.55964,-46,-55,-56,-54,-56,-54,-41,-41,-99,-41
86.416916,23.83108,-59,-49,-49,-48,-48,-60,-99,-62,-66,-66
85.52098,72.2563,-43,-56,-56,-56,-56,-51,-56,-58,-99,-58
72.81764,62.71866,-45,-56,-56,-56,-56,-54,-43,-45,-99,-45
70.79848,80.4245,-57,-66,-72,-67,-74,-71,-65,-65,-99,-65
79.74742,51.405365,-63,-41,-41,-41,-41,-70,-99,-99,-70,-63
69.62821,39.736824,-63,-56,-56,-55,-56,-71,-99,-65,-64,-99
92.667625,83.748856,-53,-61,-62,-61,-62,-54,-58,-60,-99,-60
80.77231,65.18233,-43,-46,-50,-46,-49,-56,-45,-45,-79,-45
73.5288,43.546326,-60,-42,-40,-42,-41,-68,-64,-64,-68,-64
72.95618,39.547314,-66,-61,-60,-61,-61,-74,-99,-99,-64,-99
71.20193,42.219734,-59,-43,-43,-42,-43,-69,-99,-67,-64,-66
86.132805,48.048283,-52,-41,-39,-41,-40,-59,-58,-53,-68,-56
80.96497,39.87219,-58,-43,-43,-43,-43,-67,-99,-66,-75,-99
72.41948,42.815342,-60,-47,-51,-42,-51,-69,-99,-67,-64,-99
71.420784,75.33475,-59,-60,-62,-63,-63,-68,-57,-57,-99,-57
85.37523,57.60511,-46,-42,-42,-42,-42,-56,-50,-50,-67,-49
84.506134,64.50549,-42,-44,-44,-44,-44,-56,-45,-45,-70,-46
78.07432,14.578046,-81,-68,-68,-67,-67,-85,-99,-75,-68,-78
76.148865,51.73024,-58,-44,-44,-44,-44,-66,-72,-62,-66,-63
81.70235,87.816734,-54,-63,-63,-63,-63,-58,-61,-62,-99,-62
82.90979,65.45305,-46,-50,-51,-52,-53,-55,-45,-45,-76,-46
74.69224,14.605118,-83,-73,-73,-73,-73,-85,-99,-99,-65,-99
85.51494,58.086754,-51,-53,-52,-53,-52,-55,-99,-99,-79,-99
86.34926,47.75048,-54,-36,-36,-37,-36,-59,-57,-55,-66,-60
68.95621,14.063655,-79,-62,-62,-62,-62,-99,-99,-99,-60,-99
73.60554,48.643894,-70,-49,-49,-49,-49,-77,-69,-70,-70,-99
61.815643,80.789986,-66,-78,-74,-77,-72,-77,-64,-65,-99,-65
90.25957,89.27178,-50,-64,-63,-63,-63,-57,-60,-60,-99,-59
82.80926,15.877558,-65,-60,-59,-58,-59,-67,-63,-75,-56,-78
72.95618,48.914627,-70,-49,-49,-49,-49,-77,-69,-70,-70,-99
60.43575,83.03706,-61,-78,-74,-77,-72,-69,-64,-65,-99,-63
77.50855,87.22113,-61,-75,-76,-76,-75,-67,-66,-67,-99,-66
68.87062,41.794388,-60,-41,-43,-42,-43,-70,-99,-99,-55,-99
79.15217,52.000965,-60,-37,-38,-39,-39,-70,-99,-99,-71,-63
87.68919,94.72073,-56,-64,-62,-64,-65,-59,-62,-56,-99,-99
83.13999,85.10252,-55,-62,-62,-61,-62,-57,-63,-62,-99,-62
81.10025,45.340965,-59,-43,-43,-42,-43,-69,-68,-66,-71,-99
83.53537,47.236095,-59,-46,-47,-46,-47,-65,-66,-64,-66,-64
71.8537,86.8421,-62,-74,-74,-75,-75,-65,-67,-67,-99,-67
69.19972,31.525837,-66,-50,-51,-50,-50,-76,-74,-72,-60,-75
86.53866,49.510235,-52,-38,-37,-37,-38,-58,-58,-55,-68,-56
71.82663,79.93718,-57,-66,-72,-67,-74,-71,-65,-65,-99,-65
78.45312,15.119509,-78,-68,-68,-67,-67,-85,-99,-75,-68,-78
83.32333,17.312433,-62,-60,-59,-58,-59,-67,-63,-66,-53,-65
83.40008,45.53048,-52,-43,-43,-43,-43,-66,-65,-65,-67,-59
86.28845,83.99977,-45,-54,-55,-54,-55,-48,-52,-52,-99,-53
85.24438,58.574074,-51,-53,-52,-53,-52,-58,-99,-49,-79,-99
84.3846,72.60826,-52,-65,-63,-65,-64,-53,-53,-53,-99,-52
72.933556,14.875852,-84,-73,-73,-73,-73,-99,-99,-99,-65,-99
87.72246,91.87805,-45,-54,-54,-52,-53,-54,-54,-52,-99,-54
90.99011,87.80983,-55,-64,-63,-63,-63,-61,-60,-62,-99,-58
77.79934,39.763897,-62,-50,-50,-50,-50,-70,-99,-99,-70,-99
69.438805,45.016094,-70,-48,-48,-48,-48,-66,-64,-64,-55,-99
86.183655,59.524033,-47,-41,-41,-41,-42,-55,-99,-45,-69,-46
69.92583,39.08707,-65,-56,-56,-55,-56,-71,-99,-65,-64,-99
72.00919,48.02121,-58,-39,-39,-40,-42,-66,-74,-73,-63,-99
86.60325,88.29715,-50,-58,-58,-57,-58,-50,-61,-61,-99,-60
82.07872,16.446093,-70,-60,-59,-58,-59,-67,-63,-75,-56,-78
69.686745,20.750725,-75,-58,-58,-58,-58,-99,-99,-99,-49,-99
71.65746,49.591454,-61,-45,-45,-46,-46,-71,-72,-66,-77,-72
72.709404,64.343056,-49,-53,-53,-54,-53,-62,-48,-48,-78,-47
72.06331,47.61512,-56,-44,-43,-44,-44,-66,-74,-73,-63,-99
76.56156,67.88963,-59,-63,-63,-63,-63,-70,-61,-60,-99,-61
69.497345,30.524137,-69,-51,-51,-51,-50,-77,-77,-72,-60,-78
62.16738,86.89659,-69,-99,-99,-99,-76,-72,-64,-63,-99,-64
79.78132,87.89796,-58,-69,-68,-70,-68,-67,-66,-67,-99,-66
81.15437,39.628536,-60,-44,-44,-44,-44,-71,-99,-66,-71,-99
85.1422,80.987404,-52,-62,-61,-61,-62,-53,-57,-59,-99,-56
86.45749,53.16511,-53,-41,-42,-41,-42,-56,-59,-55,-64,-54
86.47102,21.692303,-60,-50,-49,-50,-49,-60,-99,-62,-65,-66
85.41276,64.838264,-47,-58,-57,-58,-57,-54,-99,-49,-79,-49
86.49808,31.709635,-56,-43,-44,-43,-44,-60,-99,-67,-99,-57
69.335,25.73219,-73,-59,-60,-59,-60,-99,-99,-99,-53,-99
86.132805,53.51706,-51,-41,-40,-40,-41,-60,-59,-55,-67,-58
71.66189,42.598755,-62,-43,-43,-42,-43,-69,-99,-67,-64,-66
73.60228,64.397194,-45,-55,-54,-54,-55,-58,-46,-47,-78,-47
86.011055,34.09207,-57,-52,-52,-51,-52,-62,-99,-55,-67,-57
83.735245,72.39167,-50,-63,-63,-63,-63,-50,-54,-54,-99,-54
74.74192,48.96877,-70,-49,-49,-49,-49,-77,-69,-70,-70,-99
74.12404,14.523899,-83,-73,-73,-73,-73,-85,-99,-99,-65,-99
81.377655,87.76259,-55,-63,-63,-63,-63,-58,-61,-62,-99,-62
91.04422,83.23447,-52,-70,-70,-69,-70,-58,-58,-60,-99,-60
69.307945,16.906338,-76,-63,-63,-64,-63,-99,-99,-99,-56,-99
77.42055,51.5678,-64,-45,-47,-45,-46,-72,-72,-62,-70,-63
76.018005,14.6321945,-81,-69,-69,-70,-69,-85,-99,-99,-65,-99
77.79934,47.371452,-66,-48,-49,-49,-48,-74,-68,-68,-69,-67
84.56794,18.232922,-61,-59,-57,-59,-59,-67,-63,-65,-57,-65
61.355682,81.81876,-67,-78,-74,-77,-72,-77,-64,-65,-99,-65
69.4703,36.750957,-64,-57,-56,-56,-57,-74,-70,-70,-64,-75
83.67065,47.506824,-59,-46,-47,-46,-47,-65,-66,-64,-66,-64
83.41056,84.58813,-55,-61,-61,-61,-62,-56,-61,-62,-99,-61
71.84686,47.967068,-58,-39,-39,-38,-39,-66,-74,-64,-59,-99
60.165184,81.196075,-61,-78,-74,-77,-72,-69,-64,-65,-99,-63
71.9078,76.850845,-58,-69,-72,-72,-65,-68,-59,-59,-99,-59
83.914154,41.848526,-55,-50,-50,-50,-50,-65,-61,-99,-67,-59
77.474655,49.429012,-68,-57,-57,-57,-57,-71,-58,-59,-74,-99
83.167046,81.47472,-53,-57,-58,-57,-58,-52,-54,-54,-99,-54
81.10025,45.584625,-59,-43,-43,-42,-43,-69,-68,-66,-71,-99
86.3967,83.106346,-44,-47,-55,-54,-55,-48,-51,-49,-99,-53
85.35864,63.13266,-50,-54,-54,-55,-57,-53,-99,-49,-79,-49
62.789684,80.51925,-69,-75,-74,-73,-72,-75,-68,-67,-99,-68
80.992035,41.577797,-58,-55,-55,-55,-55,-66,-99,-66,-74,-99
80.532074,51.89267,-56,-39,-40,-39,-40,-68,-99,-99,-70,-99
95.508575,84.506905,-52,-58,-62,-63,-63,-56,-58,-58,-99,-58
85.73139,56.408226,-52,-49,-50,-49,-49,-61,-99,-59,-75,-99
59.67816,84.11999,-64,-78,-74,-77,-72,-65,-64,-65,-99,-63
84.80704,57.36145,-48,-43,-43,-43,-43,-58,-50,-50,-68,-49
79.5378,68.51232,-44,-58,-59,-59,-58,-61,-49,-51,-99,-46
76.15571,67.88963,-59,-63,-63,-63,-63,-67,-57,-57,-99,-57
72.36777,72.30256,-52,-56,-56,-56,-54,-59,-53,-52,-99,-52
80.505005,47.290237,-61,-40,-41,-41,-41,-75,-62,-68,-73,-66
74.04288,45.11656,-63,-44,-44,-45,-45,-72,-71,-72,-68,-64
84.28969,64.23476,-42,-44,-44,-44,-44,-56,-45,-45,-73,-46
76.93026,64.66792,-46,-51,-52,-50,-51,-57,-45,-45,-80,-45
60.73338,85.678314,-62,-78,-99,-77,-99,-65,-64,-68,-99,-65
83.72476,44.01438,-55,-35,-43,-35,-35,-62,-65,-65,-67,-59
85.84871,28.623295,-58,-55,-55,-55,-55,-58,-99,-62,-65,-99
77.74196,61.55452,-45,-49,-48,-48,-52,-52,-38,-38,-99,-38
85.43982,79.742035,-50,-62,-60,-61,-62,-51,-56,-56,-99,-56
62.410896,84.83902,-58,-99,-99,-99,-76,-68,-64,-63,-99,-64
79.12512,52.109257,-59,-37,-38,-39,-39,-70,-99,-99,-71,-99
81.99312,48.12951,-58,-43,-43,-43,-44,-71,-62,-62,-73,-66
74.2008,47.88585,-71,-50,-49,-50,-50,-77,-68,-75,-73,-67
85.50724,61.500366,-44,-41,-41,-41,-42,-55,-99,-42,-68,-99
86.299576,18.828531,-60,-55,-55,-56,-55,-63,-68,-66,-60,-65
85.169235,72.554115,-48,-57,-57,-57,-57,-51,-54,-55,-99,-54
95.697975,84.99422,-51,-58,-62,-63,-63,-56,-58,-58,-99,-58
82.96716,47.344383,-60,-46,-45,-45,-45,-68,-62,-62,-72,-62
69.55146,27.383648,-73,-59,-60,-59,-60,-99,-99,-99,-53,-99
83.46467,86.42911,-56,-61,-61,-61,-62,-56,-61,-62,-99,-61
86.58608,86.65292,-43,-51,-52,-51,-52,-45,-99,-52,-99,-54
75.58752,87.329414,-60,-75,-76,-76,-75,-67,-66,-67,-99,-66
69.22678,30.307545,-69,-51,-51,-51,-50,-77,-77,-72,-60,-78
68.924736,44.880722,-70,-56,-56,-56,-56,-66,-64,-64,-60,-99
82.23664,51.594868,-55,-37,-37,-37,-37,-66,-60,-63,-66,-99
88.02009,93.88146,-50,-52,-51,-52,-53,-52,-55,-54,-99,-99
72.898796,62.339638,-43,-59,-59,-59,-56,-55,-48,-45,-78,-47
77.69553,14.253169,-78,-68,-68,-67,-67,-85,-99,-75,-68,-78
86.70864,22.508438,-60,-49,-49,-49,-49,-58,-63,-63,-65,-64
64.02137,73.48719,-54,-63,-63,-63,-62,-70,-53,-53,-99,-61
70.08228,28.210775,-69,-48,-48,-49,-48,-80,-75,-76,-54,-76
75.33108,61.304276,-55,-59,-58,-59,-57,-62,-50,-51,-99,-50
86.81723,81.05414,-42,-46,-49,-49,-50,-45,-57,-60,-99,-59
65.969444,87.33511,-59,-68,-68,-67,-67,-59,-62,-61,-99,-62
79.105705,44.29223,-52,-28,-28,-28,-27,-61,-59,-60,-67,-59
60.125202,75.50414,-62,-65,-65,-65,-65,-70,-58,-61,-99,-57
86.78982,52.64086,-49,-38,-37,-36,-36,-60,-58,-51,-70,-51
86.16788,82.43486,-46,-46,-48,-48,-46,-43,-60,-60,-99,-59
73.166534,62.3872,-52,-53,-53,-53,-52,-57,-47,-46,-99,-46
71.78665,76.6006,-57,-65,-65,-65,-65,-67,-99,-53,-99,-56
86.76312,73.28415,-43,-45,-45,-44,-44,-51,-45,-45,-99,-47
86.38397,43.246475,-54,-33,-33,-33,-33,-59,-59,-59,-66,-57
73.51827,87.308044,-56,-67,-68,-67,-67,-61,-63,-62,-99,-61
71.89487,74.62426,-55,-66,-54,-65,-55,-65,-48,-53,-99,-56
86.76276,21.642094,-60,-49,-49,-49,-49,-58,-63,-63,-65,-64
86.57335,54.860863,-49,-42,-41,-41,-41,-57,-52,-51,-70,-51
63.85902,77.18268,-53,-57,-56,-57,-56,-60,-55,-55,-99,-55
86.24869,28.545752,-61,-48,-47,-48,-48,-60,-62,-62,-65,-63
86.76276,30.92819,-56,-41,-41,-40,-41,-62,-66,-63,-65,-63
86.62749,59.503906,-46,-42,-43,-42,-43,-59,-51,-48,-66,-45
86.54631,17.84176,-57,-49,-49,-49,-50,-60,-63,-63,-60,-64
68.53983,77.71061,-55,-59,-59,-60,-60,-63,-57,-52,-99,-58
86.73606,78.076096,-41,-49,-49,-49,-49,-45,-51,-50,-99,-51
86.113396,61.263664,-47,-40,-41,-39,-39,-59,-51,-49,-99,-45
86.654526,38.346233,-54,-40,-39,-39,-40,-62,-62,-60,-66,-99
73.32887,65.74426,-48,-57,-57,-57,-57,-61,-49,-47,-99,-46
86.54631,27.814777,-58,-46,-47,-47,-48,-60,-62,-62,-65,-63
79.51154,47.486862,-54,-37,-36,-37,-37,-69,-64,-64,-67,-64
81.40552,42.613697,-52,-37,-37,-37,-37,-60,-60,-59,-64,-60
77.94226,63.771362,-45,-52,-52,-53,-52,-54,-43,-45,-99,-45
86.194565,35.39526,-57,-39,-39,-39,-39,-62,-60,-63,-99,-60
